date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),fees,medianFee,marketcap(USD),price(USD),exchangeVolume(USD)
2016-03-25,3096055.88147,479397,23392,1601,6.5872,5498.898279,0.011,283580661.888,0.008234,753671.0
2016-03-26,613697.936808,363112,19645,1276,8.19,4083.721015,0.011,282048550.139,0.00819,309664.0
2016-03-27,1117019.60515,429164,20403,1411,6.4496,4807.692978,0.011,277641439.346,0.008062,418222.0
2016-03-28,3710678.96766,883927,35117,2030,4.815,9991.677001,0.011,276366440.63,0.008025,2114600.0
2016-03-29,1777170.72221,974672,29078,2012,4.10695872343,10823.186519,0.011,260802452.215,0.007573,1116900.0
2016-03-30,1844672.93071,844487,29327,2447,4.5408,9400.273533,0.011,260635962.213,0.007568,1210630.0
2016-03-31,16284254.4219,815960,27736,2354,3.73932,9119.6645,0.011,252529528.686,0.007332,1036210.0
2016-04-01,5043749.28036,780185,26126,1675,5.1737,8713.898363,0.011,254538562.317,0.007391,827273.0
2016-04-02,829436.495988,648771,21015,1121,5.1926,7229.823704,0.011,255485176.43,0.007418,390399.0
2016-04-03,424300.908658,514448,20548,1013,6.7536,5758.398905,0.011,258425420.356,0.007504,250112.0
2016-04-04,783383.995256,487128,20801,1374,6.0016,5402.118076,0.011,258372046.643,0.007502,300359.0
2016-04-05,608031.941597,498672,21703,1437,4.4928,5568.731144,0.011,257891959.797,0.007488,464037.0
2016-04-06,1021356.9862,602340,23846,1455,5.9736,6711.199274,0.011,257168856.117,0.007467,796790.0
2016-04-07,1806169.2786,765436,30537,1578,3.654,8578.148671,0.011,251704510.701,0.007308,1450030.0
2016-04-08,9601315.90512,701657,26106,1489,4.8125,7875.496274,0.011,236765945.323,0.006875,859428.0
2016-04-09,1581985.25707,669896,25577,1102,4.0044,7484.49942,0.011,229837804.601,0.006674,1032700.0
2016-04-10,1410114.96768,764705,26506,1236,4.4023,8580.479766,0.011,216591250.102,0.006289,774554.0
2016-04-11,753031.494371,987972,14533,1726,2.9685,11005.182566,0.011,204478300.055,0.005937,1871520.0
2016-04-12,445499.640929,1131629,735,1056,0.60492096,12440.426763,0.011,208295167.173,0.006048,1085670.0
2016-04-13,503733.007606,1090902,1634,1311,1.7652,11973.59902,0.011,202632810.754,0.005884,1384420.0
2016-04-14,293522.939777,924499,9244,1267,2.50668,10200.218121,0.011,196191149.965,0.005697,192592.0
2016-04-15,330452.915047,917623,9700,1800,3.1515,10139.864748,0.011,217068082.932,0.006303,156069.0
2016-04-16,147447.792344,887040,7238,801,5.1368,9624.529982,0.011,223893853.932,0.006421,70487.0
2016-04-17,154649.520586,601176,6829,916,3.8994,6585.928473,0.011,226618870.0,0.006499,54782.0
2016-04-18,787981.917392,1123631,11239,1498,4.48707,12214.053027,0.011,226748751.191,0.006503,1066190.0
2016-04-19,365099.565428,827187,20532,1366,4.1922,9034.366402,0.011,243639100.8,0.006987,426257.0
2016-04-20,953863.420207,1250038,27192,1549,3.5585,13968.812745,0.011,248163132.795,0.007117,1301350.0
2016-04-21,816092.271167,1110657,25306,1746,3.6325,12157.951549,0.011,253336292.214,0.007265,1011580.0
2016-04-22,648114.964436,965668,27085,1606,4.4634,10868.093123,0.011,259382408.594,0.007439,955674.0
2016-04-23,626999.379554,402682,20539,1111,4.3692,4836.655149,0.011,253928932.846,0.007282,345650.0
2016-04-24,381209.332005,494588,22044,1286,5.8752,5689.913259,0.011,256089355.611,0.007344,472274.0
2016-04-25,575428.902566,502635,23204,1440,4.35,5921.988531,0.011,252800355.52,0.00725,605219.0
2016-04-26,739580.43882,596815,25503,1609,3.34834,6852.653217,0.011,253817346.015,0.007279,884879.0
2016-04-27,867467.136802,699125,25713,1593,3.547,8769.145426,0.011,247347377.761,0.007094,797081.0
2016-04-28,969462.602462,525605,25337,1748,3.4944,6123.083266,0.011,234332245.576,0.00672,752872.0
2016-04-29,632571.691087,422002,22697,1528,5.3512,4896.615129,0.011,233246603.717,0.006689,538253.0
2016-04-30,687105.214579,385668,21273,1226,4.0566,4748.73247,0.011,235742296.894,0.006761,406123.0
2016-05-01,346489.61733,261393,20152,1254,6.1308,3044.023827,0.011,237535937.617,0.006812,241733.0
2016-05-02,708317.286066,444572,23155,6820,5.16116,5050.099322,0.011,236797081.302,0.006791,585826.0
2016-05-03,492243.477385,239738,20981,1611,4.7012,2781.682821,0.011,234178050.99,0.006716,329125.0
2016-05-04,681907.459483,501873,22693,1740,4.5906,5563.523561,0.011,228660843.565,0.006558,563556.0
2016-05-05,746942.648735,567624,22833,1561,5.0584,6250.269648,0.011,220465047.698,0.006323,509188.0
2016-05-06,747939.104733,580057,24322,1680,4.3386,6470.158848,0.011,216101890.441,0.006198,680334.0
2016-05-07,464372.28956,379132,21709,1179,5.116,4331.80384,0.011,222971118.71,0.006395,351537.0
2016-05-08,394288.052298,429531,21660,1268,3.245,4839.983592,0.011,226292075.509,0.00649,389914.0
2016-05-09,423319.8952,427938,21185,1631,3.8412,4860.48882,0.011,223222308.769,0.006402,351209.0
2016-05-10,13250544.885,580654,20984,1329,4.4793,6772.884618,0.011,223139976.889,0.006399,404295.0
2016-05-11,3399258.1754,570495,21775,1781,3.136,6469.189684,0.011,218678689.587,0.006272,476708.0
2016-05-12,603209.278761,366484,21315,1544,4.3316,4197.412215,0.011,215769487.392,0.006188,362896.0
2016-05-13,634712.644206,390136,21828,1317,3.7002,4556.432637,0.011,215050281.757,0.006167,478095.0
2016-05-14,388329.413702,345553,20177,1420,5.4999,3944.520839,0.011,213097236.454,0.006111,274107.0
2016-05-15,380001.62287,286155,20494,1398,3.6432,3292.407689,0.011,211712491.122,0.006072,304621.0
2016-05-16,577549.0773,482180,21989,1353,4.8488,5507.586288,0.011,211336609.692,0.006061,389621.0
2016-05-17,728813.089825,378722,21601,1277,4.2154,4249.877704,0.011,209986160.163,0.006022,319996.0
2016-05-18,676874.464644,569754,25192,1266,3.6132,6326.321052,0.011,209992076.082,0.006022,701256.0
2016-05-19,1335964.74385,565955,25117,1391,3.7355,6313.3522,0.011,210089714.365,0.006025,797005.0
2016-05-20,1454458.20008,186406,24149,1397,4.2196,2381.734291,0.012,210180799.556,0.006028,549413.0
2016-05-21,188879.954296,212377,18811,1046,5.481,2965.022498,0.013,212339622.306,0.00609,217884.0
2016-05-22,501793.833314,312711,18745,1063,5.3901,4112.133599,0.013,208839075.411,0.005989,273758.0
2016-05-23,563681.726373,299113,23543,1333,4.748,4073.894489,0.012,206948764.474,0.005935,507430.0
2016-05-24,600378.950953,232195,21819,1298,4.1377,2977.342933,0.012,206103233.071,0.005911,471659.0
2016-05-25,979665.248607,257533,22912,1330,4.1734,3328.242438,0.012,207885622.044,0.005962,517124.0
2016-05-26,392675.165911,398320,18663,1310,3.4542,4997.445506,0.012,200736863.321,0.005757,678744.0
2016-05-27,339604.847824,514942,10236,1223,2.268,6438.201009,0.012,197713071.727,0.00567,1073760.0
2016-05-28,186625.868993,486943,9719,817,2.838,6069.411694,0.012,197903130.074,0.005676,889921.0
2016-05-29,227060.636779,504372,8026,951,3.06828,6003.298701,0.011,198141332.171,0.005682,829452.0
2016-05-30,130461.892652,443543,7875,1098,2.832,5161.971547,0.011,197502385.203,0.005664,476095.0
2016-05-31,232994.954539,459340,9556,1132,2.93046,5387.263898,0.011,200361050.288,0.005746,847636.0
2016-06-01,339542.913528,464017,10421,1158,2.33741,5424.820672,0.011,198799687.788,0.005701,1018470.0
2016-06-02,1003059.48129,476932,24535,1246,2.9045,5693.529868,0.011,202538458.804,0.005809,611429.0
2016-06-03,20920596.8045,458707,22890,1215,2.883,5354.643567,0.011,201038659.213,0.005766,437813.0
2016-06-04,869698.492244,431780,24649,1038,4.0803,5217.698333,0.011,203255862.504,0.005829,617159.0
2016-06-05,919002.448244,442541,23237,1034,4.0453,5216.573276,0.011,201500535.813,0.005779,544201.0
2016-06-06,836344.996833,556592,24229,1374,3.477,6557.400196,0.011,202072053.812,0.005795,690096.0
2016-06-07,827524.393732,573508,24896,1416,2.3056,6293.921866,0.011,200969854.808,0.005764,783409.0
2016-06-08,915220.820954,563816,22949,1271,3.468,2482.352922,6e-05,201556336.385,0.00578,754945.0
2016-06-09,800663.100251,483702,20279,1242,5.1921,1656.93601,0.000166,201142120.452,0.005769,520793.0
2016-06-10,983778.005512,429873,20319,1234,4.0495,1086.895398,0.00012,201719179.059,0.005785,526917.0
2016-06-11,246550.714847,342602,19637,937,6.3107,618.368413,2e-05,200039185.571,0.005737,398757.0
2016-06-12,373390.648912,576503,23715,1102,3.4596,569.403352,6e-05,201053493.312,0.005766,1133540.0
2016-06-13,1682387.83782,628572,29074,1398,3.10156,880.137906,0.000117,204048358.938,0.005852,1537720.0
2016-06-14,6306792.5327,699469,47979,2176,2.914,1759.029816,6e-05,203220098.523,0.005828,9904250.0
2016-06-15,2603785.88155,555747,35588,2446,3.5465,1376.953334,6e-05,247312770.082,0.007093,3269290.0
2016-06-16,51087444.9718,722953,37551,1503,3.10005,1485.190566,6e-05,241868147.458,0.006889,3072370.0
2016-06-17,1406918.76648,554341,25851,1533,4.0086,1217.039857,6e-05,234566442.229,0.006681,2143830.0
2016-06-18,634172.572595,544978,20420,1290,4.0158,890.564495,0.0001,234980743.557,0.006693,1190870.0
2016-06-19,1311222.58989,638151,14225,1371,3.951,1259.658315,0.000124,231172045.399,0.006585,2413110.0
2016-06-20,1262696.30844,689331,17096,1417,3.409,1247.65823,0.0001,239369657.305,0.006818,1710410.0
2016-06-21,2912415.00333,757200,23158,1405,3.978,1553.345394,0.000124,232758402.395,0.00663,3258040.0
2016-06-22,3800094.47854,765837,23185,1613,4.63425,1639.328782,0.000133,216927338.379,0.006179,5052140.0
2016-06-23,1390434.77124,687870,18054,1603,4.5633,1961.794831,0.000228,228854684.864,0.006519,3207640.0
2016-06-24,1128606.63861,582291,13392,1497,2.1054,1716.462115,0.000254,223981377.852,0.00638,2408230.0
2016-06-25,880335.452181,440481,17879,1106,1.2854,1138.807276,0.00023,225626794.076,0.006427,1175110.0
2016-06-26,1403114.77437,508358,20083,1056,2.5636,1750.678222,0.000258,226530638.366,0.006409,1236360.0
2016-06-27,672467.3703,483522,31243,1337,0.6402,1367.956005,6e-05,226302316.762,0.006402,1136160.0
2016-06-28,913152.091334,696824,23783,1583,0.6407,2159.401681,0.000258,226450682.353,0.006407,3149120.0
2016-06-29,1505083.65809,685198,9999,1329,2.981,2618.111163,0.000337,239475752.051,0.006775,2063960.0
2016-06-30,643398.490653,691463,9167,1443,4.7446,1918.147048,0.000322,239579676.121,0.006778,1046580.0
2016-07-01,454909.655416,516497,8786,1339,2.6604,1612.996443,0.000313,235076707.053,0.006651,993538.0
2016-07-02,211289.667643,624621,7375,937,4.7516,1474.102907,0.000319,239937410.894,0.006788,503769.0
2016-07-03,196450.206328,673742,7256,916,2.6856,1408.221917,0.000303,237329378.318,0.006714,536311.0
2016-07-04,479617.812066,809942,8862,1332,2.6484,2298.873512,0.000338,234015357.0,0.006621,875970.0
2016-07-05,361189.279671,761625,14181,1373,4.2174,1409.975165,6e-05,248441644.995,0.007029,598865.0
2016-07-06,502318.163071,650816,15036,1289,2.6864,1509.268386,6e-05,237371130.075,0.006716,600195.0
2016-07-07,490148.002906,564647,17965,1295,3.3445,1600.765104,6e-05,236443539.441,0.006689,789693.0
2016-07-08,295594.368747,570727,16135,1276,3.9654,1297.937398,6e-05,233616835.471,0.006609,604076.0
2016-07-09,285081.01374,594605,13080,762,6.0453,1362.253765,0.000118,237421737.02,0.006717,577447.0
2016-07-10,254533.578775,508418,13819,1038,6.672,709.59802,6e-05,235832564.785,0.006672,571047.0
2016-07-11,677016.46267,620873,22759,1403,3.66905,1596.532477,0.000113,235789370.044,0.006671,722627.0
2016-07-12,701798.722787,487452,25307,1394,3.267,1313.189288,6e-05,230938578.862,0.006534,977958.0
2016-07-13,702370.886354,622440,25330,1337,5.08,1169.249359,6e-05,224433968.148,0.00635,942245.0
2016-07-14,588485.849507,661014,24369,1362,4.4856,1370.802602,6e-05,227085509.713,0.006408,682894.0
2016-07-15,2190820.37069,608372,24591,1880,4.4716,1490.828239,6e-05,226379941.118,0.006388,753167.0
2016-07-16,507320.267274,506434,19765,1143,3.221,1309.590297,0.00012,228291171.565,0.006442,659904.0
2016-07-17,244152.461636,414844,6992,874,5.2568,785.207981,0.000107,232864434.713,0.006571,529265.0
2016-07-18,617951.003561,463369,20405,1261,4.5766,936.778254,0.0001,231691038.685,0.006538,442793.0
2016-07-19,497332.283432,544892,22175,1345,5.1832,1229.105196,6e-05,229613433.427,0.006479,550843.0
2016-07-20,748389.074034,599806,25448,1478,3.8424,1447.065255,0.000108,226938084.348,0.006404,790117.0
2016-07-21,1992086.02234,591030,25988,1479,4.473,1539.679719,0.000109,227177095.75,0.00639,811193.0
2016-07-22,2463319.10834,290112,17875,1284,5.1336,999.042757,6e-05,228122732.26,0.006417,780192.0
2016-07-23,291136.17403,294237,6829,860,8.8242,868.569685,6e-05,224062617.064,0.006303,356569.0
2016-07-24,616384.643739,432556,7633,1044,3.164,1028.782391,6e-05,224943766.601,0.006328,315687.0
2016-07-25,2108303.08851,562377,18287,1464,3.1465,1528.141126,0.000104,223727792.957,0.006293,881632.0
2016-07-26,2696356.79947,650348,31501,1433,3.123,1224.63439,6e-05,222032123.835,0.006246,1547830.0
2016-07-27,1781191.44583,664313,32001,1440,3.5976,1297.853073,6e-05,213159012.46,0.005996,1370090.0
2016-07-28,1830405.33474,705903,31328,1389,2.4937275,1832.445465,0.000108,212327465.124,0.005973,1264650.0
2016-07-29,1275445.45447,589760,25234,1303,4.1818,1340.229766,6e-05,212368876.482,0.005974,779667.0
2016-07-30,187406.01914,496125,15158,863,3.6672,911.629615,6e-05,217268597.147,0.006112,442025.0
2016-07-31,223537.783874,560082,16712,943,3.42608,1155.930309,6e-05,217492449.713,0.006118,648205.0
2016-08-01,281872.193316,674154,18977,1191,2.3768,1803.75452,0.000113,211248217.296,0.005942,958956.0
2016-08-02,1164193.17283,684877,23526,1732,2.3644,1942.780454,6e-05,210122460.933,0.005911,1553690.0
2016-08-03,434484.604072,712844,22554,1325,1.93392,1576.986617,6e-05,202203811.116,0.005688,1570660.0
2016-08-04,699338.381432,635825,17372,1223,2.823,1380.098121,6e-05,200746001.581,0.005646,1007960.0
2016-08-05,274596.887439,629808,17339,1240,2.3284,1262.88594,6e-05,206989180.074,0.005821,697388.0
2016-08-06,1044559.26779,780171,27407,1264,2.51472,2927.690181,0.000969,229262758.905,0.006448,2164530.0
2016-08-07,1348775.69361,741668,39914,1187,1.2674,2898.185257,6e-05,225321916.945,0.006337,1303100.0
2016-08-08,233336.868882,703143,13028,1117,3.0184,2992.182566,0.001163,219028565.854,0.00616,722628.0
2016-08-09,622588.285277,684744,15484,1160,1.8081,2809.670789,0.001073,214309448.797,0.006027,1105300.0
2016-08-10,1373158.70989,580946,23097,1268,0.6147,2257.347934,0.00106,218586306.747,0.006147,865808.0
2016-08-11,295220.326535,485381,7730,1148,5.5764,1956.999429,0.00123,220332610.22,0.006196,407711.0
2016-08-12,629935.139019,559056,11483,1089,0.6188,2189.524565,0.001151,220024569.452,0.006188,646843.0
2016-08-13,358359.175453,621083,24476,806,0.6119,2421.492078,0.00025,217592903.576,0.006119,602600.0
2016-08-14,406446.18541,660009,16693,1103,0.6092,2527.539924,6e-05,216623235.734,0.006092,499048.0
2016-08-15,572974.383912,613881,19008,1534,0.5993,2331.936312,0.0001,213097612.852,0.005993,488337.0
2016-08-16,2142026.88434,610420,26011,1222,0.6045,2545.745007,0.0003,214954695.506,0.006045,1249860.0
2016-08-17,1738554.31596,571008,29976,1083,0.6144,2425.744858,0.001024,218465779.345,0.006144,1352830.0
2016-08-18,1895598.62726,521520,23903,1359,0.61,2255.124015,0.00104,216918018.719,0.0061,1080170.0
2016-08-19,3106057.1266,454998,22229,1108,0.612,1904.467828,0.0003,217653762.34,0.00612,1356390.0
2016-08-20,313360.521271,341441,14206,875,0.6126,1520.080097,0.001204,217851838.092,0.006126,399635.0
2016-08-21,412332.52058,376533,10464,950,0.6116,1585.247098,0.00025,217486860.892,0.006116,411952.0
2016-08-22,289910.972012,435758,605,940,0.6055,1070.046426,6e-05,215333738.947,0.006055,686434.0
2016-08-23,323040.87626,479502,8347,1143,3.001,1162.9494,0.000864,213458105.566,0.006002,979256.0
2016-08-24,556942.814068,466851,9653,1108,2.7669,1223.960364,0.001047,213888553.81,0.006015,1118660.0
2016-08-25,3657773.49033,352055,12169,1297,1.8147,955.42418,0.00015,215123202.031,0.006049,716326.0
2016-08-26,2496363.59613,354199,22986,1140,4.8664,1084.043225,0.001,216334545.969,0.006083,578722.0
2016-08-27,899623.043901,253814,19728,955,4.2126,815.049669,0.001037,214006481.742,0.006018,233262.0
2016-08-28,448538.362873,379176,23358,988,4.1818,995.713545,6e-05,212445338.226,0.005974,592108.0
2016-08-29,1098420.09021,463983,29114,1316,3.5766,1212.105666,6e-05,211991164.534,0.005961,1527760.0
2016-08-30,894414.934827,393119,25093,1423,4.284,994.3327,6e-05,217650049.963,0.00612,928043.0
2016-08-31,953032.521954,402669,25457,1279,3.6216,1070.2853,6e-05,214669851.056,0.006036,1169040.0
2016-09-01,478340.638265,411775,24374,1244,4.2091,1037.832372,6e-05,212350414.363,0.006013,660021.0
2016-09-02,619146.836087,382792,22914,1250,4.1853,879.574539,6e-05,211156041.525,0.005979,583636.0
2016-09-03,662128.566357,428843,25163,1043,3.5802,981.925227,6e-05,210745670.591,0.005967,698318.0
2016-09-04,484748.246021,481469,24818,1078,2.982,1056.549925,6e-05,210622043.673,0.005964,800373.0
2016-09-05,705218.433762,538278,25416,1301,4.1636,1148.741354,6e-05,210066882.676,0.005948,784460.0
2016-09-06,1077051.28905,552027,25790,1411,3.5598,1261.7196,6e-05,209525436.456,0.005933,773525.0
2016-09-07,607863.582123,511053,25395,1313,3.549,1091.401532,6e-05,208912422.088,0.005915,686254.0
2016-09-08,1762698.0709,545111,28054,1303,3.5352,1227.095168,6e-05,208076362.351,0.005892,869389.0
2016-09-09,807875.698479,380344,26933,1340,2.9505,824.347585,6e-05,208412228.855,0.005901,849260.0
2016-09-10,691916.756454,326422,21752,1088,3.5232,649.289463,6e-05,207379876.473,0.005872,310034.0
2016-09-11,405926.928566,320281,23185,1034,4.6928,741.436361,6e-05,207177885.217,0.005866,533904.0
2016-09-12,1094049.19899,360576,25642,1378,3.5064,812.938548,6e-05,206405727.474,0.005844,680932.0
2016-09-13,849521.833348,366333,27284,1373,3.18546,791.338659,6e-05,208338041.741,0.005899,836942.0
2016-09-14,607523.718075,418760,17422,1383,3.5328,839.240318,6e-05,207958963.428,0.005888,1048560.0
2016-09-15,7106260.29447,638368,24785,2572,0.5969,2106.474769,0.0003,211650072.291,0.005969,15967600.0
2016-09-16,14109660.0596,908137,46700,2178,0.8286,1986.944947,6e-05,293802382.907,0.008286,12342800.0
2016-09-17,1490780.9911,559695,2176,1329,29.564,972.593673,6e-05,262078892.858,0.007391,1646260.0
2016-09-18,18191266.5828,635797,25554,1174,28.068,1251.756847,6e-05,248791607.508,0.007017,2231350.0
2016-09-19,877436.493422,640884,17018,1260,0.6855,1434.017765,0.001019,243073338.171,0.006855,2930120.0
2016-09-20,483400.791877,685183,21191,1259,0.6865,1251.73641,6e-05,243427319.974,0.006865,1365440.0
2016-09-21,838633.909669,679801,23049,1283,0.6809,1217.266375,6e-05,241426344.084,0.006809,1719470.0
2016-09-22,709610.876789,648952,23592,1242,0.6833,1258.611252,6e-05,242278043.47,0.006833,1491330.0
2016-09-23,1346473.24073,656691,19183,1309,0.6848,1354.227877,6e-05,242808422.049,0.006848,3104540.0
2016-09-24,637969.973837,570778,11238,1222,0.7234,1347.029359,0.001062,256511399.422,0.007234,2170050.0
2016-09-25,1389358.38853,691445,28791,1287,0.7356,1392.884838,6e-05,260819238.439,0.007356,4699860.0
2016-09-26,3435949.70151,921568,42066,1920,0.7872,3005.625755,0.001118,279138221.506,0.007872,9102940.0
2016-09-27,2179773.06511,949551,39906,1645,0.7959,2750.743753,0.0011,282222945.374,0.007959,6131430.0
2016-09-28,2516306.2658,802077,23310,1720,0.822,1805.862284,6e-05,291465244.224,0.00822,7558520.0
2016-09-29,2418789.85893,717314,23142,1921,2.946125,1579.138359,6e-05,321582659.729,0.009065,5974090.0
2016-09-30,2671788.1434,641026,27277,1805,3.3858,2334.527357,0.001056,316095458.596,0.00891,7561150.0
2016-10-01,2748147.19895,821279,27945,1604,3.00526,4715.643017,0.0001,313555710.484,0.008839,5895530.0
2016-10-02,711724.405547,797188,20745,1644,4.9182,3104.946191,0.00103,290790901.081,0.008197,2072840.0
2016-10-03,1441000.20331,765703,24954,1982,3.7559,3068.038762,0.001052,289662501.954,0.008165,2776300.0
2016-10-04,1261997.48938,698438,30287,2022,3.48945,4041.167737,0.001055,287873890.868,0.008115,2642950.0
2016-10-05,2198263.5468,882857,39023,2731,2.51936,6093.499001,0.001086,279280071.564,0.007873,4840340.0
2016-10-06,1348250.56526,687305,32925,3188,2.9716,3937.994397,0.0001,263560443.454,0.007429,2826190.0
2016-10-07,1249026.61378,623866,35777,4752,2.2131,3309.157849,0.001062,261687609.0,0.007377,3042600.0
2016-10-08,703905.107356,448363,30635,4011,3.53808,1511.699122,0.001,261508592.103,0.007371,2019560.0
2016-10-09,1459815.50516,625913,29881,3917,2.6316,5283.686749,6e-05,259328800.217,0.00731,3390900.0
2016-10-10,4429987.1279,725632,37383,4058,2.41344,10740.164217,6e-05,267569901.156,0.007542,6150610.0
2016-10-11,1625723.36451,879277,41638,3996,2.3979,6066.603342,0.001058,283570139.277,0.007993,4003630.0
2016-10-12,2374304.70015,862543,38156,3494,2.29824,10924.164142,0.001159,291178056.54,0.008208,2943130.0
2016-10-13,826689.694825,585939,26096,3036,3.1804,2133.916058,0.001066,282050911.162,0.007951,1009720.0
2016-10-14,1494765.59742,606498,29168,3185,5.187,3512.643657,0.001086,283097316.724,0.00798,1915430.0
2016-10-15,699795.917813,520698,18325,3007,3.5076,1496.300189,0.001095,311074072.327,0.008769,781979.0
2016-10-16,460637.738485,486289,8103,2189,3.90576,6220.027893,0.001112,288663151.306,0.008137,608355.0
2016-10-17,3123365.43213,491252,30747,2891,4.0395,2174.112784,6e-05,286623763.816,0.008079,2485290.0
2016-10-18,2395689.4443,512676,34015,3103,3.2128,9307.264461,6e-05,284942435.533,0.008032,3782990.0
2016-10-19,1265048.72141,535142,34075,3150,3.3392,3488.520399,6e-05,296155532.033,0.008348,3360180.0
2016-10-20,3326414.47444,650858,38222,3540,3.97256,11110.860687,0.0001,306471415.879,0.008636,5895540.0
2016-10-21,4336576.9314,393438,33898,3059,3.636,13532.37287,0.001302,322593856.258,0.00909,4055710.0
2016-10-22,746784.695777,296913,8684,2312,5.4162,2254.054281,0.001161,320367023.65,0.009027,1649580.0
2016-10-23,758023.769488,328053,8231,2415,8.88723,1165.924218,6e-05,318574229.191,0.008977,974189.0
2016-10-24,3664864.76206,544279,25371,2925,5.6592,1740.712221,6e-05,334721423.831,0.009432,1717690.0
2016-10-25,1697238.94666,611531,31654,2865,4.26055,2486.348725,0.001032,321692983.897,0.009065,2780690.0
2016-10-26,1950810.73917,804064,33466,2762,4.442,4420.467354,0.000149,315264730.194,0.008884,2969280.0
2016-10-27,2089298.04938,922671,37778,2671,3.5332,6526.738125,0.000141,313830136.822,0.008833,4302920.0
2016-10-28,2268003.78681,902624,33997,2345,3.64769,7899.585248,0.000131,301415352.658,0.008483,3881320.0
2016-10-29,1411587.16767,863604,5811,2274,4.0785,7736.620663,0.000132,289839032.926,0.008157,3471390.0
2016-10-30,556234.47443,723458,1374,2090,0.394638,4395.35314,0.000128,274950148.985,0.007738,2071780.0
2016-10-31,12501161.5617,830267,1567,2447,0.56098,5393.71492,0.000142,284744355.493,0.008014,2515480.0
2016-11-01,3362693.59588,808448,1252,2170,6.5576,5424.951816,0.000122,291260143.291,0.008197,1875440.0
2016-11-02,2339396.22005,772688,1219,2207,6.296808,3274.828635,0.000114,287955097.119,0.008104,1739300.0
2016-11-03,830255.256638,915493,6683,2302,4.1105,7271.051086,0.000124,293078764.793,0.008221,3114110.0
2016-11-04,1383825.30529,953112,11529,2935,4.88915,4900.210546,0.000118,285724294.242,0.008015,2707110.0
2016-11-05,377982.037846,961827,8466,2345,5.7099,3681.697884,6e-05,290811205.319,0.008157,967011.0
2016-11-06,480111.197206,937106,8791,2501,5.761,2970.225621,6e-05,293410281.471,0.00823,784787.0
2016-11-07,966699.572424,985636,32488,2876,3.77062,4771.337189,6e-05,292235739.781,0.008197,2308500.0
2016-11-08,2985914.47113,926238,32726,3152,4.0555,5795.350393,6e-05,289163525.329,0.008111,2477080.0
2016-11-09,1392345.51228,1057793,38084,2807,4.1025,5357.387766,0.00012,292497476.558,0.008205,3575540.0
2016-11-10,869999.526223,1043395,35127,2640,4.0405,5034.584253,0.00012,289016965.0,0.008081,2600650.0
2016-11-11,771209.536374,966711,33893,2980,4.0655,4016.453478,0.00015,290810253.901,0.008131,2039200.0
2016-11-12,383136.061332,988333,10156,2730,4.8366,6151.898121,0.00015,288302011.731,0.008061,1708000.0
2016-11-13,316361.341195,972125,9590,2380,4.0195,3839.514515,0.00015,287531216.763,0.008039,2201990.0
2016-11-14,1030505.35697,952958,25274,2580,4.953,2777.293335,0.00015,295223663.881,0.008255,1283330.0
2016-11-15,1336467.02517,1020831,33777,3449,4.0495,8012.85446,0.00015,289644160.876,0.008099,3078090.0
2016-11-16,880398.289104,978057,26013,2698,3.1552,16922.004353,0.00015,282101330.248,0.007888,2905840.0
2016-11-17,2268644.77386,1010685,32240,2624,3.9255,10743.783287,0.00015,281563738.524,0.007851,2401030.0
2016-11-18,991958.510979,988384,34446,2990,3.861,5818.23939,0.00015,276945631.274,0.007722,2487390.0
2016-11-19,629129.699978,828053,11658,2361,2.64452,8924.811745,0.00015,278965859.698,0.007778,1296770.0
2016-11-20,636153.438717,893834,12244,2028,3.1196,6934.764308,0.00015,279716625.186,0.007799,1875290.0
2016-11-21,867796.288133,980024,32233,2376,3.21258,4067.038029,0.00015,274342985.882,0.007649,2594010.0
2016-11-22,2713981.64281,882904,35137,2326,3.0268,6784.958457,0.00015,271387519.403,0.007567,2400100.0
2016-11-23,1412244.64148,981630,42484,2493,3.12228,11262.963287,0.00015,266630174.955,0.007434,3730650.0
2016-11-24,885372.241883,939617,33540,2455,2.8248,8477.608355,0.00015,253343537.401,0.007062,1845880.0
2016-11-25,777061.552652,912092,32701,2142,2.7792,7571.47093,0.00015,249272180.956,0.006948,995869.0
2016-11-26,268088.781385,664351,10657,1475,2.758,2389.046399,0.00015,247362916.045,0.006895,560816.0
2016-11-27,282001.561418,716341,9495,1343,3.6925,4777.778561,0.00015,264934585.587,0.007385,525140.0
2016-11-28,771127.1005,780291,31663,2049,3.541,4502.485028,0.00015,254077115.307,0.007082,1818750.0
2016-11-29,373889.582468,800133,15901,2170,3.29423,4823.533185,0.00015,251467369.944,0.007009,1551670.0
2016-11-30,1003365.21513,775315,11009,2118,2.7116,6725.443105,0.00015,243193480.02,0.006779,1495310.0
2016-12-01,830479.14107,724577,10658,2004,1.3446,5538.133476,0.00015,241951064.684,0.006723,1142000.0
2016-12-02,1398443.21875,837695,8286,1919,1.3414,28311.966528,0.00015,241386153.574,0.006707,1756030.0
2016-12-03,995375.598242,703309,7045,1573,6.712,3824.809197,0.00015,241562617.196,0.006712,1213480.0
2016-12-04,503306.637084,710869,4358,1822,1.3184,7022.406953,0.00015,237226892.806,0.006592,1167110.0
2016-12-05,1944925.51306,743846,5737,1894,3.915,4154.658498,0.00015,234802921.103,0.006525,867666.0
