date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-03-10,,2,,,,3,
2018-03-11,,,,,,,
2018-03-12,,,,,,,
2018-03-13,,,,,,,
2018-03-14,,,,,,,
2018-03-15,,,,,,,
2018-03-16,,,,,,,
2018-03-17,,,,,,,
2018-03-18,,,,,,,
2018-03-19,,,,,,,
2018-03-20,,,,,,,
2018-03-21,,,,,,,
2018-03-22,,,,,,,
2018-03-23,,,,,,,
2018-03-24,,,,,,,
2018-03-25,,,,,,,
2018-03-26,,,,,,,
2018-03-27,,10121,,,,10119,
2018-03-28,,1881,,,,1871,
2018-03-29,,1761,,,,1858,
2018-03-30,,138,,,,210,
2018-03-31,,46,,,,76,
2018-04-01,,99,,,,133,
2018-04-02,,23,,,,42,
2018-04-03,,28,,,,49,
2018-04-04,,36,,,,60,
2018-04-05,,43,,,,65,
2018-04-06,,180,,,,193,
2018-04-07,,23,,,,38,
2018-04-08,,96,,,,112,
2018-04-09,,171,,,,124,
2018-04-10,,301,,,,36,
2018-04-11,,34,,,,47,
2018-04-12,,87,,,,111,
2018-04-13,,92,,,,123,
2018-04-14,,106,,,,124,
2018-04-15,,29,,,,50,
2018-04-16,112616.50999,32,0.0,0.817342,28409300.0,56,28.60697
2018-04-17,274196.204238,142,0.0,0.84306,37356500.0,241,21.0765
2018-04-18,1723315.57037,229,0.0,1.01,48279500.0,304,15.15
2018-04-19,981461.52292,84,96569622.073,1.18,48380200.0,151,23.6
2018-04-20,1026953.39183,129,112261473.44,1.37,51033600.0,193,13.7
2018-04-21,2128360.81769,290,109155543.023,1.34,46757600.0,341,6.7
2018-04-22,4546028.55606,90,105347346.515,1.29,48457600.0,134,135.45
2018-04-23,1540808.4875,184,109266432.425,1.34,50573400.0,237,67.0
2018-04-24,42679811.2025,169,168081833.143,1.6,77297504.0,226,239.9184
2018-04-25,84391214.0367,82,261577940.799,1.75,48124100.0,111,280.0
2018-04-26,5172155.28905,224,216751005.692,1.45,46230600.0,211,611.046646
2018-04-27,2599272.11377,164,239126345.974,1.6,17370600.0,162,780.8
2018-04-28,789329.4552,301,228204957.524,1.52,66764900.0,216,50.16
2018-04-29,3604475.23587,212,253242291.611,1.69,90217000.0,204,1342.7219
2018-04-30,2877002.76505,216,351478188.744,2.35,103586000.0,183,87.369005
2018-05-01,685700.864529,195,306247427.714,2.04,89914096.0,193,81.6
2018-05-02,1566184.68264,180,314493029.397,2.1,186579008.0,186,1045.8
2018-05-03,928785.682349,152,297881413.892,1.99,131761000.0,142,1324.9412637
2018-05-04,1247984.35525,147,303257900.068,2.02,127653000.0,113,3632.2327
2018-05-05,1457863.15843,185,307985696.56,2.06,123465000.0,131,2472.0
2018-05-06,1575635.47312,169,289385434.785,1.93,112872000.0,141,3860.0
2018-05-07,571737.230737,131,278992947.0,1.86,94935800.0,115,1865.58
2018-05-08,1087112.72087,189,280877118.408,1.87,97971400.0,159,1010.4919
2018-05-09,576738.58019,143,268611427.006,1.79,91524200.0,141,1544.83086
2018-05-10,993374.527087,105,270388666.351,1.81,89252400.0,99,2628.2648
2018-05-11,1503472.61904,173,255856940.25,1.71,77504096.0,122,3584.823309
2018-05-12,475407.3334,120,213466990.244,1.43,63130400.0,99,2080.42064595
2018-05-13,1466652.67515,112,200963859.466,1.34,59402300.0,88,2060.92
2018-05-14,335005.728619,101,216612496.677,1.45,59256700.0,102,1610.1235
2018-05-15,695188.298207,2688,246729251.18,1.65,65950800.0,2699,1.385175
2018-05-16,245833.100019,1571,241773293.475,1.61,65309300.0,1584,1.38299
2018-05-17,377518.560498,104,240352474.771,1.6,70628400.0,97,1783.73635826
2018-05-18,516473.768015,70,229309619.632,1.53,61662200.0,85,675.495
2018-05-19,443658.066609,347,232278648.317,1.55,80593600.0,363,9.3
2018-05-20,4010818.43502,391,294381539.448,1.96,81296704.0,380,259.46676
2018-05-21,3257686.86558,4271,273208489.942,1.82,77110496.0,4270,1.540448
2018-05-22,841562.179605,313,259758117.138,1.73,72662400.0,326,5.19
2018-05-23,672487.999987,91,226987345.336,1.51,71897504.0,107,15.1
2018-05-24,206450.791559,2072,205066675.568,1.37,74810600.0,2089,1.167103
2018-05-25,656409.475095,104,218187188.405,1.46,65560900.0,135,41.61
2018-05-26,555326.224729,96,220320517.141,1.47,64347500.0,119,42.63
2018-05-27,160210.870104,65,212573688.417,1.42,47952600.0,83,28.4
2018-05-28,639787.002233,37,208437224.563,1.39,38465600.0,49,190.0269
2018-05-29,459146.64305,50,176206229.083,1.18,36554000.0,53,708.0
2018-05-30,293490.648451,59,198793089.535,1.33,37990800.0,64,1831.397498
2018-05-31,309103.34052,72,193567959.46,1.29,34623800.0,91,1116.52209
2018-06-01,538882.806989,83,205609622.0,1.37,35871500.0,100,68.5
2018-06-02,131862.04136,82,205099867.036,1.37,30737800.0,109,19.18
2018-06-03,634354.987895,49,210050793.431,1.4,30196700.0,77,152.460357
2018-06-04,169996.249165,57,206998824.326,1.38,27680300.0,71,886.455006
2018-06-05,163014.459908,100,193547387.654,1.29,26475300.0,102,12.9
2018-06-06,37380.5837291,44,194626037.364,1.3,25084700.0,75,27.28375
2018-06-07,170448.034939,48,193734370.654,1.29,22373800.0,65,14.19
2018-06-08,113847.571682,73,190294719.863,1.27,20014100.0,83,12.7
2018-06-09,186004.568951,48,185901208.293,1.24,17290200.0,60,1039.70950344
2018-06-10,659107.920479,83,184244723.406,1.23,13736300.0,86,1187.2194748
2018-06-11,744172.064766,79,140545470.375,0.938268,13107900.0,81,1734.93850453
2018-06-12,1341115.94499,63,138223986.571,0.92277,11569400.0,74,10068.804855
2018-06-13,346665.762097,83,127679795.803,0.852378,14365300.0,88,1522.82870157
2018-06-14,299895.089623,66,115539416.817,0.77133,13091500.0,75,1345.96074558
2018-06-15,203065.166316,22,118377234.282,0.790275,12930300.0,34,749.38648761
2018-06-16,127614.788123,18,118832154.823,0.793312,13386800.0,28,28.9439153353
2018-06-17,294498.177989,17,116094996.429,0.775039,10173100.0,26,753.704084476
2018-06-18,163658.729011,28,114230530.284,0.762592,10714300.0,43,308.22824752
2018-06-19,63869.1315319,14,115482645.649,0.770951,17955200.0,22,1202.97309065
2018-06-20,575680.686037,64,120617231.421,0.805229,28197300.0,83,419.679432341
2018-06-21,100918.13277,25,117254540.278,0.78278,22514900.0,39,285.7147
2018-06-22,147849.269843,31,117848916.972,0.786748,20166300.0,46,529.494778716
2018-06-23,162421.418535,54,94382130.7238,0.630086,17654500.0,61,342.391019297
2018-06-24,141190.673033,54,83489822.2915,0.55737,17153400.0,62,478.980831077
2018-06-25,532727.884223,108,84911053.2242,0.566858,23451800.0,102,560.540354552
2018-06-26,1605290.20679,136,118354316.118,0.790122,26198400.0,117,786.08842719
2018-06-27,155018.223843,72,117623179.793,0.785241,24066300.0,69,911.446441183
2018-06-28,457270.937767,758,115144863.125,0.768696,18478400.0,300,0.768696
2018-06-29,271378.629306,41,97842636.1488,0.653188,17615400.0,60,133.000794993
2018-06-30,1351235.76202,30,106555613.735,0.711355,16966500.0,43,540.885197786
2018-07-01,418423.325045,19,113109183.452,0.755106,16663100.0,29,205.388832
