date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),marketcap(USD),price(USD),exchangeVolume(USD)
2018-08-17,70069898.8628,373825,57701,39692,44.4563541087,1283167705.59,0.019516,152305000.0
2018-08-18,58838549.1564,308721,63332,42767,3.50584926885,1538761687.44,0.023404,141608000.0
2018-08-19,84247820.423,416755,87014,44082,884.274895195,1418193137.98,0.02157,97137100.0
2018-08-20,42013073.914,335435,64453,48621,10.0450970679,1461996238.44,0.022236,99473200.0
2018-08-21,4341132.26986,206854,46388,48857,20.6440611102,1354016611.33,0.020594,98379000.0
2018-08-22,295345562.636,228139,48566,54560,189.853191418,1380578848.59,0.020998,96828800.0
2018-08-23,7127700.94803,174721,35940,32957,67.8751290438,1294495873.66,0.019689,82585900.0
2018-08-24,9025882.00382,144647,26977,14230,9.67074547477,1367823714.47,0.020804,90424900.0
2018-08-25,6661835.79041,147527,27849,13708,26.2248869282,1418753257.48,0.021579,88818800.0
2018-08-26,5682361.14648,137101,26086,14254,51.1883280581,1475196861.05,0.022437,97504300.0
2018-08-27,36957815.7376,301241,63472,75964,60.3314314138,1498004975.87,0.022784,107457000.0
2018-08-28,19612678.0558,320419,68277,81282,26.2091195856,1609525763.38,0.02448,166567000.0
2018-08-29,11545695.8815,345569,71899,85085,26.8369008588,1759917764.71,0.026768,143515000.0
2018-08-30,11290759.0999,394857,64584,81069,35.6235422567,1671303572.16,0.02542,119155000.0
2018-08-31,15512771.9514,440325,67183,82136,25.1304009669,1636727033.64,0.024894,106949000.0
2018-09-01,5502771.52548,356294,69843,83474,49.2521543264,1668865488.61,0.025383,109153000.0
2018-09-02,6525011.48896,238383,69644,84238,48.4549635971,1747162989.38,0.026574,104754000.0
2018-09-03,5549022.55336,264227,68377,84179,67.2826753881,1685933280.18,0.025642,91449300.0
2018-09-04,5340650.82765,275429,72630,85534,5.4967707362,1647588453.09,0.025059,96674400.0
2018-09-05,9454234.24022,261960,71581,84924,2.23997035122,1661454781.3,0.02527,150148000.0
2018-09-06,18143867.1661,351369,71176,85102,26.8482489134,1424051508.79,0.021659,142361000.0
2018-09-07,11036229.7253,313449,69049,84404,2.77133717061,1420107254.13,0.021599,110765000.0
2018-09-08,2342574.1263,69783,15946,22855,2.10720437854,1353995577.77,0.020594,98754400.0
